clean_review,sentiment,dominant_topic
much useful find useful yr old daugter returned day games r kiddy games,Negative,0
alexa echo responsive program limited information program user friendly,Negative,1
kids regular fire tablet protective case,Negative,0
like tablet period like tablet one bit registered amazon function failed every time finally resort calling amazon customer service also easy task get registered seems glitch programming failed follow steps get registered would highly recommend skipping tablet getting one tied one company operations programming software,Negative,0
chronic issue charging port reviews amazon seemed awesome little know chronic problem port tablets bought christmas went charge first time nothing already loaded paid several apps money also charging cord came appears used wear edge went online see could find issue everywhere problem around years android ultimate culprit failed fix source plug charger click know place slides apple products several years never issue first droid product purchase even charged beginning going back bestbuy buy another ipad mini costs much much reliable,Negative,4
may preloaded useless apps kindle overloaded apps never use despite one best buys associates said cannot remove amazon apps apps take much memory pad love bought backup work unfortunately bogs also like amazon wants access much info set email use emails either likely sell craig list less half paid,Negative,1
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative,1
non functional horrible like owned due warranties,Negative,1
stay away worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,Negative,1
kid friendly cumbersome complicated kid friendly went apple suggesting,Negative,1
good bluetooth speaker good bluetooth speakers sound quality good otherwise pretty useless comes get answering questions,Negative,3
never purchased frustrating device reading positive reviews wish could say best buy great reflection experience product product one month contact amazon support perform factory resets get content show device poorly designed sd card pops constantly messes drm good happens connected internet fix returning spending extra money ipad purchase another kindle device unfortunately based experience use device reading maybe trying download information sd card actually able access beyond frustrating well factory resets content owned already purchased amazon would show device library,Negative,1
big fan say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative,1
kids regular fire tablet protective case,Negative,0
bother looking picture seeing th generation assumed would great device original kindle stopped using backlit thought th generation would backlit picture makes look backlit minutes phone amazon trying make brighter technician finally realized th generation supported backlights took back target purchased paperwhite money definitely worth th generation one smaller assumed reason price difference target made experience pleasant,Negative,3
ok disappointed toddler friendly kindle inside kid proof case set child locks etc biggest complaint games available connected internet wanted something take church car etc,Negative,2
returned returned product cause like really use,Negative,1
terrible bought ebooks college could get ebook called school department could either semester already started sales representative store told needed ended buying tablet phone carrier ebooks right less minutes schools department help,Negative,0
good cheap impressed never,Negative,4
returned difficult purchase stock stores order online ship store available become available work turned get could log onto wifi network though items household work also product wouldnt move past setting clock tried days gave returned item,Negative,1
alexa echo responsive program limited information program user friendly,Negative,1
alexa echo responsive program limited information program user friendly,Negative,1
terrible product bad voice quality speaker voice quality terrible compare similar size logitech ue boom price high even got promotion,Negative,4
never purchased frustrating device reading positive reviews wish could say best buy great reflection experience product product one month contact amazon support perform factory resets get content show device poorly designed sd card pops constantly messes drm good happens connected internet fix returning spending extra money ipad purchase another kindle device unfortunately based experience use device reading maybe trying download information sd card actually able access beyond frustrating well factory resets content owned already purchased amazon would show device library,Negative,1
alexa echo responsive program limited information program user friendly,Negative,1
returned returned product cause like really use,Negative,1
non functional horrible like owned due warranties,Negative,1
needs improvement could perform tasks things know agrivating,Negative,1
user friendly purchased father law frustrating experience user friendly friendly stick name brand tablet apple samsung etc avoid device costs,Negative,1
useless screen pay worthless except regular echo poor excuse video chat love echo devices bathroom pool kitchen places may need hands free voice activated music info wife bought newest hottest thing skeptical thought would use help project alexa find videos f drone alexa youtube available amazon directly sell chrome products youtube play echo show testing shows video call limited iphone android apps video useful thing voice functions echos dots perform unless want make video calls check weather device move feet outlet,Negative,1
chronic issue charging port reviews amazon seemed awesome little know chronic problem port tablets bought christmas went charge first time nothing already loaded paid several apps money also charging cord came appears used wear edge went online see could find issue everywhere problem around years android ultimate culprit failed fix source plug charger click know place slides apple products several years never issue first droid product purchase even charged beginning going back bestbuy buy another ipad mini costs much much reliable,Negative,4
much useful find useful yr old daugter returned day games r kiddy games,Negative,0
much useful find useful yr old daugter returned day games r kiddy games,Negative,0
short life good product short battery life use minutes,Negative,1
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative,2
chronic issue charging port reviews amazon seemed awesome little know chronic problem port tablets bought christmas went charge first time nothing already loaded paid several apps money also charging cord came appears used wear edge went online see could find issue everywhere problem around years android ultimate culprit failed fix source plug charger click know place slides apple products several years never issue first droid product purchase even charged beginning going back bestbuy buy another ipad mini costs much much reliable,Negative,4
screen dark cannot adjust screen dark cannot adjust brightness,Negative,1
always sure keeping worried hacks allow active mic,Negative,1
crashed update first tablet kindle curious updated version disappointed,Negative,2
big fan say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative,1
kids regular fire tablet protective case,Negative,0
big fan say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative,1
horrible slow returning mine something different suggestions,Negative,0
like android tablets like android tablets bad way,Negative,1
returned returned product cause like really use,Negative,1
ok tablet could much better apps actually worked decently built amazon pieces prime members great work flawlessly enough overcome terrible app behavior countless freezes need take lesson two apple,Negative,0
tablet great mentioned touch loading content bad respond quickly slow,Negative,0
return christmas eve day would take charge good thing tried wrapping christmas,Negative,0
ok tablet could much better apps actually worked decently built amazon pieces prime members great work flawlessly enough overcome terrible app behavior countless freezes need take lesson two apple,Negative,0
bother looking picture seeing th generation assumed would great device original kindle stopped using backlit thought th generation would backlit picture makes look backlit minutes phone amazon trying make brighter technician finally realized th generation supported backlights took back target purchased paperwhite money definitely worth th generation one smaller assumed reason price difference target made experience pleasant,Negative,3
disappointed loved husbands th generation disappointed th generation th generation speakers sound much louder current th generation purchased expecting quality sound better since use kindle watch tv shows,Negative,3
dissatisfied habe echo bought one fort son room user friendly wish would bought one,Negative,1
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative,2
poor charging prior using device decided recharge shocked find takes hours unless lot time buy device,Negative,1
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative,2
needs improvement could perform tasks things know agrivating,Negative,1
non functional horrible like owned due warranties,Negative,1
never purchased frustrating device reading positive reviews wish could say best buy great reflection experience product product one month contact amazon support perform factory resets get content show device poorly designed sd card pops constantly messes drm good happens connected internet fix returning spending extra money ipad purchase another kindle device unfortunately based experience use device reading maybe trying download information sd card actually able access beyond frustrating well factory resets content owned already purchased amazon would show device library,Negative,1
crashed update first tablet kindle curious updated version disappointed,Negative,2
horrible slow returning mine something different suggestions,Negative,0
get regular echo good portable speaker tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Negative,1
ok disappointed toddler friendly kindle inside kid proof case set child locks etc biggest complaint games available connected internet wanted something take church car etc,Negative,2
needs stand alone device needs stand alone device required use tablet cell phone make work amazon needs work technology device,Negative,1
disappointed loved husbands th generation disappointed th generation th generation speakers sound much louder current th generation purchased expecting quality sound better since use kindle watch tv shows,Negative,3
alexa echo responsive program limited information program user friendly,Negative,1
impressed last kindles last models kindle hdx terrible purchased model kindle last models great last years replaced times problem slot sd card defective gave bought newest model shuts completely try plug external speakers sometimes shuts reason going back first year going last year kindles unless make quality phooey,Negative,4
huge fan hard use lots ads randomly closes apps,Negative,1
never worked thinking must fluke never worked return item received full refund,Negative,1
stay away worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,Negative,1
crashed update first tablet kindle curious updated version disappointed,Negative,2
like android tablets like android tablets bad way,Negative,1
cheap run chrome stuff returned cheap run chrome stuff returned store,Negative,2
tablet great mentioned touch loading content bad respond quickly slow,Negative,0
charging port last good kids bought kindle fire gb year old son june months charging port came loose device charge best buy aware issue nothing amazon warranty product days said charging ports often break children using options fix device offer small discount buy new one amazon stand behind product aware defect continue sell,Negative,1
ok tablet could much better apps actually worked decently built amazon pieces prime members great work flawlessly enough overcome terrible app behavior countless freezes need take lesson two apple,Negative,0
much useful find useful yr old daugter returned day games r kiddy games,Negative,0
echo plus hue light bulb really like echo plus hue light bulb work echo plus buy bridge phillips order schedule schedule times light thought echo plus like bridge guess,Negative,1
excellent product bit involved getting set thereafter function simply talking alexia plug adapter turn lights tv useful certainly worth,Negative,1
like tablet period like tablet one bit registered amazon function failed every time finally resort calling amazon customer service also easy task get registered seems glitch programming failed follow steps get registered would highly recommend skipping tablet getting one tied one company operations programming software,Negative,0
cheap run chrome stuff returned cheap run chrome stuff returned store,Negative,2
ughhh ok would load books proper took dozen tries erasing dreregistering screen dark,Negative,0
echo plus hue light bulb really like echo plus hue light bulb work echo plus buy bridge phillips order schedule schedule times light thought echo plus like bridge guess,Negative,1
may preloaded useless apps kindle overloaded apps never use despite one best buys associates said cannot remove amazon apps apps take much memory pad love bought backup work unfortunately bogs also like amazon wants access much info set email use emails either likely sell craig list less half paid,Negative,1
huge fan hard use lots ads randomly closes apps,Negative,1
alexa echo responsive program limited information program user friendly,Negative,1
charging port last good kids bought kindle fire gb year old son june months charging port came loose device charge best buy aware issue nothing amazon warranty product days said charging ports often break children using options fix device offer small discount buy new one amazon stand behind product aware defect continue sell,Negative,1
returned returned product cause like really use,Negative,1
okay okay product girlfriend appear uses much except steam music questions ask get nothing like siri better,Negative,1
amazon voyage dead trying update software kindle voyage nearly months old worked perfectly kept receiving emails amazon software update switched airplane mode switched wifi shortly screen locked tried everything customer support tell buy new one annoyed left software kindle voyage would still working,Negative,2
needs stand alone device needs stand alone device required use tablet cell phone make work amazon needs work technology device,Negative,1
big fan say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative,1
good cheap impressed never,Negative,4
like tablet period like tablet one bit registered amazon function failed every time finally resort calling amazon customer service also easy task get registered seems glitch programming failed follow steps get registered would highly recommend skipping tablet getting one tied one company operations programming software,Negative,0
short life good product short battery life use minutes,Negative,1
never worked thinking must fluke never worked return item received full refund,Negative,1
happy thought tablet works fine nd one gotten similar problem port seems come defected charger stay takes long time charge replaced charger brand new one still issues,Negative,4
ughhh ok would load books proper took dozen tries erasing dreregistering screen dark,Negative,0
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative,1
ok tablet could much better apps actually worked decently built amazon pieces prime members great work flawlessly enough overcome terrible app behavior countless freezes need take lesson two apple,Negative,0
tricked buying looking kindle whitepaper saw online deal ordered line picked store got home adjust brightness lengthy time online customer service called customer service minuets speaking female elmer fud speak english well figured would return although looks identical model adjust brightness would good information bought,Negative,4
kids regular fire tablet protective case,Negative,0
useless screen pay worthless except regular echo poor excuse video chat love echo devices bathroom pool kitchen places may need hands free voice activated music info wife bought newest hottest thing skeptical thought would use help project alexa find videos f drone alexa youtube available amazon directly sell chrome products youtube play echo show testing shows video call limited iphone android apps video useful thing voice functions echos dots perform unless want make video calls check weather device move feet outlet,Negative,1
good kids good device children know better,Negative,0
dissatisfied habe echo bought one fort son room user friendly wish would bought one,Negative,1
worth money waste money ask alexa question lucky get answer instead sure,Negative,1
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative,2
worth money waste money ask alexa question lucky get answer instead sure,Negative,1
impressed last kindles last models kindle hdx terrible purchased model kindle last models great last years replaced times problem slot sd card defective gave bought newest model shuts completely try plug external speakers sometimes shuts reason going back first year going last year kindles unless make quality phooey,Negative,4
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative,2
crashed update first tablet kindle curious updated version disappointed,Negative,2
disappointed loved husbands th generation disappointed th generation th generation speakers sound much louder current th generation purchased expecting quality sound better since use kindle watch tv shows,Negative,3
echo plus hue light bulb really like echo plus hue light bulb work echo plus buy bridge phillips order schedule schedule times light thought echo plus like bridge guess,Negative,1
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative,1
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative,1
slow browsing think downloaded new apps wait surf web thing slow respond old refurbished ipad better really bought stream hulu netflix excited lighting home screen find advertisements every day guess get pay wanted inexpensive got buy used using quick responding electronics,Negative,1
good cheap impressed never,Negative,4
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative,1
terrible bought ebooks college could get ebook called school department could either semester already started sales representative store told needed ended buying tablet phone carrier ebooks right less minutes schools department help,Negative,0
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative,1
huge fan hard use lots ads randomly closes apps,Negative,1
alexa echo responsive program limited information program user friendly,Negative,1
ughhh ok would load books proper took dozen tries erasing dreregistering screen dark,Negative,0
send back power happy grand niece know yet would crying,Negative,4
short life good product short battery life use minutes,Negative,1
worst product bought product months back slow open app seconds os different others get normal apps easily one thing say slow slow slow performance know replace need help best buy people know whether got defective piece actual performance,Negative,1
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative,1
huge fan hard use lots ads randomly closes apps,Negative,1
slow browsing think downloaded new apps wait surf web thing slow respond old refurbished ipad better really bought stream hulu netflix excited lighting home screen find advertisements every day guess get pay wanted inexpensive got buy used using quick responding electronics,Negative,1
youtube longer works purchased device launch pack xx youtube work youtube one main features used without youtube better buying echo dot instead,Negative,1
need update facebook apps expected,Negative,2
huge fan hard use lots ads randomly closes apps,Negative,1
always sure keeping worried hacks allow active mic,Negative,1
stay away worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,Negative,1
get regular echo good portable speaker tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Negative,1
ughhh ok would load books proper took dozen tries erasing dreregistering screen dark,Negative,0
horrible battery life upgrade means three year old kindle outperformed oasis battery life better week lights lowest setting magnetic connector poorly designed grows weak two pieces keep unsnaps constantly amazon customer services promises resolved update,Negative,2
huge fan hard use lots ads randomly closes apps,Negative,1
slow browsing think downloaded new apps wait surf web thing slow respond old refurbished ipad better really bought stream hulu netflix excited lighting home screen find advertisements every day guess get pay wanted inexpensive got buy used using quick responding electronics,Negative,1
cheap run chrome stuff returned cheap run chrome stuff returned store,Negative,2
bother looking picture seeing th generation assumed would great device original kindle stopped using backlit thought th generation would backlit picture makes look backlit minutes phone amazon trying make brighter technician finally realized th generation supported backlights took back target purchased paperwhite money definitely worth th generation one smaller assumed reason price difference target made experience pleasant,Negative,3
excellent product bit involved getting set thereafter function simply talking alexia plug adapter turn lights tv useful certainly worth,Negative,1
disappointed loved husbands th generation disappointed th generation th generation speakers sound much louder current th generation purchased expecting quality sound better since use kindle watch tv shows,Negative,3
returned difficult purchase stock stores order online ship store available become available work turned get could log onto wifi network though items household work also product wouldnt move past setting clock tried days gave returned item,Negative,1
good super slow decent quality would buy another memory lacking gig recommend anyone,Negative,0
disappointed loved husbands th generation disappointed th generation th generation speakers sound much louder current th generation purchased expecting quality sound better since use kindle watch tv shows,Negative,3
great give great answers connection great exchanging google home,Negative,1
little fun useful fun would buy informative keeps say understand question,Negative,1
alexa echo responsive program limited information program user friendly,Negative,1
huge fan hard use lots ads randomly closes apps,Negative,1
user friendly purchased father law frustrating experience user friendly friendly stick name brand tablet apple samsung etc avoid device costs,Negative,1
owning kids samsung seems confusing navigate also returned using samaumg,Negative,1
little fun useful fun would buy informative keeps say understand question,Negative,1
expected price able use speaker talking phone use daughter beats pill function therefore worth hype,Negative,1
huge fan hard use lots ads randomly closes apps,Negative,1
disappointed thought buy child bc kids mode poor,Negative,2
unfortunate really give full review since kindle fire seemed work properly however security webroot anywhere included impossible install tried calling geek squad times support disconnected every time finally went store instructions printed still would download ended buying ipad fantastic would buy bestbuy,Negative,2
cheap run chrome stuff returned cheap run chrome stuff returned store,Negative,2
impressed last kindles last models kindle hdx terrible purchased model kindle last models great last years replaced times problem slot sd card defective gave bought newest model shuts completely try plug external speakers sometimes shuts reason going back first year going last year kindles unless make quality phooey,Negative,4
returned returned product cause like really use,Negative,1
kid friendly cumbersome complicated kid friendly went apple suggesting,Negative,1
get regular echo good portable speaker tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Negative,1
kids regular fire tablet protective case,Negative,0
disappointed loved husbands th generation disappointed th generation th generation speakers sound much louder current th generation purchased expecting quality sound better since use kindle watch tv shows,Negative,3
ughhh ok would load books proper took dozen tries erasing dreregistering screen dark,Negative,0
kid kindle bought kindle year old grand daughter bought warranty bought august already replace charger connection got loose charging well happened need exchange problem buy warranty time going buy one brothers sister rethinking,Negative,4
cheap run chrome stuff returned cheap run chrome stuff returned store,Negative,2
terrible product bad voice quality speaker voice quality terrible compare similar size logitech ue boom price high even got promotion,Negative,4
alexa echo responsive program limited information program user friendly,Negative,1
may preloaded useless apps kindle overloaded apps never use despite one best buys associates said cannot remove amazon apps apps take much memory pad love bought backup work unfortunately bogs also like amazon wants access much info set email use emails either likely sell craig list less half paid,Negative,1
amazon fire tablet bad amazon turned tablet big advertising tool many apps dont work camera good,Negative,0
great give great answers connection great exchanging google home,Negative,1
good bluetooth speaker good bluetooth speakers sound quality good otherwise pretty useless comes get answering questions,Negative,3
big fan say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative,1
good super slow decent quality would buy another memory lacking gig recommend anyone,Negative,0
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative,2
excellent product bit involved getting set thereafter function simply talking alexia plug adapter turn lights tv useful certainly worth,Negative,1
may preloaded useless apps kindle overloaded apps never use despite one best buys associates said cannot remove amazon apps apps take much memory pad love bought backup work unfortunately bogs also like amazon wants access much info set email use emails either likely sell craig list less half paid,Negative,1
get regular echo good portable speaker tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Negative,1
great give great answers connection great exchanging google home,Negative,1
buy cheap one without hub hub almost useless ended using spare philips hub hub built would discover bulbs days trying hue bridge first try,Negative,1
good kids good device children know better,Negative,0
owning kids samsung seems confusing navigate also returned using samaumg,Negative,1
terrible product bad voice quality speaker voice quality terrible compare similar size logitech ue boom price high even got promotion,Negative,4
like tablet period like tablet one bit registered amazon function failed every time finally resort calling amazon customer service also easy task get registered seems glitch programming failed follow steps get registered would highly recommend skipping tablet getting one tied one company operations programming software,Negative,0
like tablet period like tablet one bit registered amazon function failed every time finally resort calling amazon customer service also easy task get registered seems glitch programming failed follow steps get registered would highly recommend skipping tablet getting one tied one company operations programming software,Negative,0
ughhh ok would load books proper took dozen tries erasing dreregistering screen dark,Negative,0
terrible bought ebooks college could get ebook called school department could either semester already started sales representative store told needed ended buying tablet phone carrier ebooks right less minutes schools department help,Negative,0
excellent product bit involved getting set thereafter function simply talking alexia plug adapter turn lights tv useful certainly worth,Negative,1
crashed update first tablet kindle curious updated version disappointed,Negative,2
horrible slow returning mine something different suggestions,Negative,0
echo plus hue light bulb really like echo plus hue light bulb work echo plus buy bridge phillips order schedule schedule times light thought echo plus like bridge guess,Negative,1
ughhh ok would load books proper took dozen tries erasing dreregistering screen dark,Negative,0
disappointed loved husbands th generation disappointed th generation th generation speakers sound much louder current th generation purchased expecting quality sound better since use kindle watch tv shows,Negative,3
get regular echo good portable speaker tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Negative,1
terrible product bad voice quality speaker voice quality terrible compare similar size logitech ue boom price high even got promotion,Negative,4
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative,2
happy thought tablet works fine nd one gotten similar problem port seems come defected charger stay takes long time charge replaced charger brand new one still issues,Negative,4
terrible bought ebooks college could get ebook called school department could either semester already started sales representative store told needed ended buying tablet phone carrier ebooks right less minutes schools department help,Negative,0
impressed last kindles last models kindle hdx terrible purchased model kindle last models great last years replaced times problem slot sd card defective gave bought newest model shuts completely try plug external speakers sometimes shuts reason going back first year going last year kindles unless make quality phooey,Negative,4
great give great answers connection great exchanging google home,Negative,1
tablet great mentioned touch loading content bad respond quickly slow,Negative,0
expected price able use speaker talking phone use daughter beats pill function therefore worth hype,Negative,1
non functional horrible like owned due warranties,Negative,1
crashed update first tablet kindle curious updated version disappointed,Negative,2
echo plus hue light bulb really like echo plus hue light bulb work echo plus buy bridge phillips order schedule schedule times light thought echo plus like bridge guess,Negative,1
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative,1
poor quality tablet brought tablet black friday sale fast forward christmas year opens happy set two days later crashed never came back blank screen disappointed,Negative,2
may preloaded useless apps kindle overloaded apps never use despite one best buys associates said cannot remove amazon apps apps take much memory pad love bought backup work unfortunately bogs also like amazon wants access much info set email use emails either likely sell craig list less half paid,Negative,1
gd like amazon hi ordered daughter extensive liking tablets didnt like lack google play services didnt patience work knew os amazon specific despite apps downloaded disappointed returned avid amazon person tablet works great want google tablet would recommend people want good decent tablet read use amazon apps,Negative,0
dissatisfied habe echo bought one fort son room user friendly wish would bought one,Negative,1
good kids good device children know better,Negative,0
big fan say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative,1
good kids good device children know better,Negative,0
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative,1
like android tablets like android tablets bad way,Negative,1
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative,1
disappointed thought buy child bc kids mode poor,Negative,2
disappointed thought buy child bc kids mode poor,Negative,2
much useful find useful yr old daugter returned day games r kiddy games,Negative,0
alexa echo responsive program limited information program user friendly,Negative,1
poor charging prior using device decided recharge shocked find takes hours unless lot time buy device,Negative,1
dissatisfied habe echo bought one fort son room user friendly wish would bought one,Negative,1
useless screen pay worthless except regular echo poor excuse video chat love echo devices bathroom pool kitchen places may need hands free voice activated music info wife bought newest hottest thing skeptical thought would use help project alexa find videos f drone alexa youtube available amazon directly sell chrome products youtube play echo show testing shows video call limited iphone android apps video useful thing voice functions echos dots perform unless want make video calls check weather device move feet outlet,Negative,1
cheap run chrome stuff returned cheap run chrome stuff returned store,Negative,2
returned returned product cause like really use,Negative,1
screen dark cannot adjust screen dark cannot adjust brightness,Negative,1
always sure keeping worried hacks allow active mic,Negative,1
crashed update first tablet kindle curious updated version disappointed,Negative,2
useless screen pay worthless except regular echo poor excuse video chat love echo devices bathroom pool kitchen places may need hands free voice activated music info wife bought newest hottest thing skeptical thought would use help project alexa find videos f drone alexa youtube available amazon directly sell chrome products youtube play echo show testing shows video call limited iphone android apps video useful thing voice functions echos dots perform unless want make video calls check weather device move feet outlet,Negative,1
ughhh ok would load books proper took dozen tries erasing dreregistering screen dark,Negative,0
excellent product bit involved getting set thereafter function simply talking alexia plug adapter turn lights tv useful certainly worth,Negative,1
return christmas eve day would take charge good thing tried wrapping christmas,Negative,0
always sure keeping worried hacks allow active mic,Negative,1
never purchased frustrating device reading positive reviews wish could say best buy great reflection experience product product one month contact amazon support perform factory resets get content show device poorly designed sd card pops constantly messes drm good happens connected internet fix returning spending extra money ipad purchase another kindle device unfortunately based experience use device reading maybe trying download information sd card actually able access beyond frustrating well factory resets content owned already purchased amazon would show device library,Negative,1
crashed update first tablet kindle curious updated version disappointed,Negative,2
kids regular fire tablet protective case,Negative,0
needs stand alone device needs stand alone device required use tablet cell phone make work amazon needs work technology device,Negative,1
amazon voyage dead trying update software kindle voyage nearly months old worked perfectly kept receiving emails amazon software update switched airplane mode switched wifi shortly screen locked tried everything customer support tell buy new one annoyed left software kindle voyage would still working,Negative,2
qc bad qc really bad product catch voice properly,Negative,1
stay away worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,Negative,1
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative,1
youtube longer works purchased device launch pack xx youtube work youtube one main features used without youtube better buying echo dot instead,Negative,1
big fan say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative,1
little fun useful fun would buy informative keeps say understand question,Negative,1
crashed update first tablet kindle curious updated version disappointed,Negative,2
excellent product bit involved getting set thereafter function simply talking alexia plug adapter turn lights tv useful certainly worth,Negative,1
youtube longer works purchased device launch pack xx youtube work youtube one main features used without youtube better buying echo dot instead,Negative,1
youtube longer works purchased device launch pack xx youtube work youtube one main features used without youtube better buying echo dot instead,Negative,1
poor quality tablet brought tablet black friday sale fast forward christmas year opens happy set two days later crashed never came back blank screen disappointed,Negative,2
needs stand alone device needs stand alone device required use tablet cell phone make work amazon needs work technology device,Negative,1
huge fan hard use lots ads randomly closes apps,Negative,1
kid friendly cumbersome complicated kid friendly went apple suggesting,Negative,1
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative,1
okay okay product girlfriend appear uses much except steam music questions ask get nothing like siri better,Negative,1
send back power happy grand niece know yet would crying,Negative,4
kid kindle bought kindle year old grand daughter bought warranty bought august already replace charger connection got loose charging well happened need exchange problem buy warranty time going buy one brothers sister rethinking,Negative,4
short life good product short battery life use minutes,Negative,1
eh year old dropped standing position foot ground busted use bb warranty replace day purchase fall tablet able handle designed kids happy apps definitely thrilled lack protection designed kids,Negative,0
alexa echo responsive program limited information program user friendly,Negative,1
excellent product bit involved getting set thereafter function simply talking alexia plug adapter turn lights tv useful certainly worth,Negative,1
crashed update first tablet kindle curious updated version disappointed,Negative,2
tricked buying looking kindle whitepaper saw online deal ordered line picked store got home adjust brightness lengthy time online customer service called customer service minuets speaking female elmer fud speak english well figured would return although looks identical model adjust brightness would good information bought,Negative,4
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative,1
