clean_review,sentiment
need update facebook apps expected,Negative
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative
much useful find useful yr old daugter returned day games r kiddy games,Negative
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative
little fun useful fun would buy informative keeps say understand question,Negative
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative
little fun useful fun would buy informative keeps say understand question,Negative
stay away worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,Negative
get regular echo good portable speaker tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Negative
good kids good device children know better,Negative
happy thought tablet works fine nd one gotten similar problem port seems come defected charger stay takes long time charge replaced charger brand new one still issues,Negative
may preloaded useless apps kindle overloaded apps never use despite one best buys associates said cannot remove amazon apps apps take much memory pad love bought backup work unfortunately bogs also like amazon wants access much info set email use emails either likely sell craig list less half paid,Negative
get regular echo good portable speaker tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Negative
poor quality tablet brought tablet black friday sale fast forward christmas year opens happy set two days later crashed never came back blank screen disappointed,Negative
good bluetooth speaker good bluetooth speakers sound quality good otherwise pretty useless comes get answering questions,Negative
slow waste money bought amazon fire tablets sales guy said great ran really fast fast internet thing barely chugs along play game constantly stalls freezes sound quality play music terrible planning buying one nieces nephews ran well know work horrible,Negative
expected price able use speaker talking phone use daughter beats pill function therefore worth hype,Negative
echo plus hue light bulb really like echo plus hue light bulb work echo plus buy bridge phillips order schedule schedule times light thought echo plus like bridge guess,Negative
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative
poor quality bought tablet son like touch screen poor quality hard move things around playing game prefers ipad use know ipad quality probably best quality way frustrating returning,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
qc bad qc really bad product catch voice properly,Negative
okay okay product girlfriend appear uses much except steam music questions ask get nothing like siri better,Negative
user friendly purchased father law frustrating experience user friendly friendly stick name brand tablet apple samsung etc avoid device costs,Negative
returned difficult purchase stock stores order online ship store available become available work turned get could log onto wifi network though items household work also product wouldnt move past setting clock tried days gave returned item,Negative
need update facebook apps expected,Negative
dissatisfied habe echo bought one fort son room user friendly wish would bought one,Negative
like tablet period like tablet one bit registered amazon function failed every time finally resort calling amazon customer service also easy task get registered seems glitch programming failed follow steps get registered would highly recommend skipping tablet getting one tied one company operations programming software,Negative
charging port last good kids bought kindle fire gb year old son june months charging port came loose device charge best buy aware issue nothing amazon warranty product days said charging ports often break children using options fix device offer small discount buy new one amazon stand behind product aware defect continue sell,Negative
non functional horrible like owned due warranties,Negative
buy cheap one without hub hub almost useless ended using spare philips hub hub built would discover bulbs days trying hue bridge first try,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
worth money waste money ask alexa question lucky get answer instead sure,Negative
good kids good device children know better,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
alexa echo responsive program limited information program user friendly,Negative
dissatisfied habe echo bought one fort son room user friendly wish would bought one,Negative
great give great answers connection great exchanging google home,Negative
tricked buying looking kindle whitepaper saw online deal ordered line picked store got home adjust brightness lengthy time online customer service called customer service minuets speaking female elmer fud speak english well figured would return although looks identical model adjust brightness would good information bought,Negative
always sure keeping worried hacks allow active mic,Negative
terrible bought ebooks college could get ebook called school department could either semester already started sales representative store told needed ended buying tablet phone carrier ebooks right less minutes schools department help,Negative
alexa echo responsive program limited information program user friendly,Negative
gd like amazon hi ordered daughter extensive liking tablets didnt like lack google play services didnt patience work knew os amazon specific despite apps downloaded disappointed returned avid amazon person tablet works great want google tablet would recommend people want good decent tablet read use amazon apps,Negative
slow browsing think downloaded new apps wait surf web thing slow respond old refurbished ipad better really bought stream hulu netflix excited lighting home screen find advertisements every day guess get pay wanted inexpensive got buy used using quick responding electronics,Negative
charging port last good kids bought kindle fire gb year old son june months charging port came loose device charge best buy aware issue nothing amazon warranty product days said charging ports often break children using options fix device offer small discount buy new one amazon stand behind product aware defect continue sell,Negative
impressed last kindles last models kindle hdx terrible purchased model kindle last models great last years replaced times problem slot sd card defective gave bought newest model shuts completely try plug external speakers sometimes shuts reason going back first year going last year kindles unless make quality phooey,Negative
short life good product short battery life use minutes,Negative
poor quality tablet brought tablet black friday sale fast forward christmas year opens happy set two days later crashed never came back blank screen disappointed,Negative
like tablet period like tablet one bit registered amazon function failed every time finally resort calling amazon customer service also easy task get registered seems glitch programming failed follow steps get registered would highly recommend skipping tablet getting one tied one company operations programming software,Negative
crashed update first tablet kindle curious updated version disappointed,Negative
eh year old dropped standing position foot ground busted use bb warranty replace day purchase fall tablet able handle designed kids happy apps definitely thrilled lack protection designed kids,Negative
charging port last good kids bought kindle fire gb year old son june months charging port came loose device charge best buy aware issue nothing amazon warranty product days said charging ports often break children using options fix device offer small discount buy new one amazon stand behind product aware defect continue sell,Negative
dissatisfied habe echo bought one fort son room user friendly wish would bought one,Negative
screen dark cannot adjust screen dark cannot adjust brightness,Negative
amazon fire tablet bad amazon turned tablet big advertising tool many apps dont work camera good,Negative
excellent product bit involved getting set thereafter function simply talking alexia plug adapter turn lights tv useful certainly worth,Negative
ok tablet could much better apps actually worked decently built amazon pieces prime members great work flawlessly enough overcome terrible app behavior countless freezes need take lesson two apple,Negative
crashed update first tablet kindle curious updated version disappointed,Negative
terrible bought ebooks college could get ebook called school department could either semester already started sales representative store told needed ended buying tablet phone carrier ebooks right less minutes schools department help,Negative
huge fan hard use lots ads randomly closes apps,Negative
disappointed thought buy child bc kids mode poor,Negative
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative
return christmas eve day would take charge good thing tried wrapping christmas,Negative
horrible battery life upgrade means three year old kindle outperformed oasis battery life better week lights lowest setting magnetic connector poorly designed grows weak two pieces keep unsnaps constantly amazon customer services promises resolved update,Negative
never worked thinking must fluke never worked return item received full refund,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
buy cheap one without hub hub almost useless ended using spare philips hub hub built would discover bulbs days trying hue bridge first try,Negative
non functional horrible like owned due warranties,Negative
slow browsing think downloaded new apps wait surf web thing slow respond old refurbished ipad better really bought stream hulu netflix excited lighting home screen find advertisements every day guess get pay wanted inexpensive got buy used using quick responding electronics,Negative
stay away worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
youtube longer works purchased device launch pack xx youtube work youtube one main features used without youtube better buying echo dot instead,Negative
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative
horrible battery life upgrade means three year old kindle outperformed oasis battery life better week lights lowest setting magnetic connector poorly designed grows weak two pieces keep unsnaps constantly amazon customer services promises resolved update,Negative
horrible battery life upgrade means three year old kindle outperformed oasis battery life better week lights lowest setting magnetic connector poorly designed grows weak two pieces keep unsnaps constantly amazon customer services promises resolved update,Negative
worst product bought product months back slow open app seconds os different others get normal apps easily one thing say slow slow slow performance know replace need help best buy people know whether got defective piece actual performance,Negative
eh year old dropped standing position foot ground busted use bb warranty replace day purchase fall tablet able handle designed kids happy apps definitely thrilled lack protection designed kids,Negative
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative
never worked thinking must fluke never worked return item received full refund,Negative
lots problems want old one back st kindle screen failed reboot often customer service fix replaced nd one screen reboots often customer service offered replace want one works get upgrade replacement,Negative
stay away worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,Negative
huge fan hard use lots ads randomly closes apps,Negative
impressed last kindles last models kindle hdx terrible purchased model kindle last models great last years replaced times problem slot sd card defective gave bought newest model shuts completely try plug external speakers sometimes shuts reason going back first year going last year kindles unless make quality phooey,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
like tablet period like tablet one bit registered amazon function failed every time finally resort calling amazon customer service also easy task get registered seems glitch programming failed follow steps get registered would highly recommend skipping tablet getting one tied one company operations programming software,Negative
big fan say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative
never purchased frustrating device reading positive reviews wish could say best buy great reflection experience product product one month contact amazon support perform factory resets get content show device poorly designed sd card pops constantly messes drm good happens connected internet fix returning spending extra money ipad purchase another kindle device unfortunately based experience use device reading maybe trying download information sd card actually able access beyond frustrating well factory resets content owned already purchased amazon would show device library,Negative
useless screen pay worthless except regular echo poor excuse video chat love echo devices bathroom pool kitchen places may need hands free voice activated music info wife bought newest hottest thing skeptical thought would use help project alexa find videos f drone alexa youtube available amazon directly sell chrome products youtube play echo show testing shows video call limited iphone android apps video useful thing voice functions echos dots perform unless want make video calls check weather device move feet outlet,Negative
send back power happy grand niece know yet would crying,Negative
like tablet period like tablet one bit registered amazon function failed every time finally resort calling amazon customer service also easy task get registered seems glitch programming failed follow steps get registered would highly recommend skipping tablet getting one tied one company operations programming software,Negative
kid friendly cumbersome complicated kid friendly went apple suggesting,Negative
big fan say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative
expected price able use speaker talking phone use daughter beats pill function therefore worth hype,Negative
disappointed loved husbands th generation disappointed th generation th generation speakers sound much louder current th generation purchased expecting quality sound better since use kindle watch tv shows,Negative
lots problems want old one back st kindle screen failed reboot often customer service fix replaced nd one screen reboots often customer service offered replace want one works get upgrade replacement,Negative
stay away worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,Negative
needs improvement could perform tasks things know agrivating,Negative
terrible bought ebooks college could get ebook called school department could either semester already started sales representative store told needed ended buying tablet phone carrier ebooks right less minutes schools department help,Negative
huge fan hard use lots ads randomly closes apps,Negative
kids regular fire tablet protective case,Negative
poor charging prior using device decided recharge shocked find takes hours unless lot time buy device,Negative
crashed update first tablet kindle curious updated version disappointed,Negative
good bluetooth speaker good bluetooth speakers sound quality good otherwise pretty useless comes get answering questions,Negative
youtube support bought gift adult kids video chat college second best feature youtube amazon sell google home chromcast goodness sakes,Negative
ughhh ok would load books proper took dozen tries erasing dreregistering screen dark,Negative
huge fan hard use lots ads randomly closes apps,Negative
youtube support bought gift adult kids video chat college second best feature youtube amazon sell google home chromcast goodness sakes,Negative
great give great answers connection great exchanging google home,Negative
good kids good device children know better,Negative
charging port last good kids bought kindle fire gb year old son june months charging port came loose device charge best buy aware issue nothing amazon warranty product days said charging ports often break children using options fix device offer small discount buy new one amazon stand behind product aware defect continue sell,Negative
always sure keeping worried hacks allow active mic,Negative
short life good product short battery life use minutes,Negative
non functional horrible like owned due warranties,Negative
stay away worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,Negative
alexa echo responsive program limited information program user friendly,Negative
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative
confused protector made fire large directions coherent worse purchase best buy ever,Negative
stay away worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,Negative
get regular echo good portable speaker tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Negative
poor quality tablet brought tablet black friday sale fast forward christmas year opens happy set two days later crashed never came back blank screen disappointed,Negative
chronic issue charging port reviews amazon seemed awesome little know chronic problem port tablets bought christmas went charge first time nothing already loaded paid several apps money also charging cord came appears used wear edge went online see could find issue everywhere problem around years android ultimate culprit failed fix source plug charger click know place slides apple products several years never issue first droid product purchase even charged beginning going back bestbuy buy another ipad mini costs much much reliable,Negative
huge fan hard use lots ads randomly closes apps,Negative
eh year old dropped standing position foot ground busted use bb warranty replace day purchase fall tablet able handle designed kids happy apps definitely thrilled lack protection designed kids,Negative
worst product bought product months back slow open app seconds os different others get normal apps easily one thing say slow slow slow performance know replace need help best buy people know whether got defective piece actual performance,Negative
short life good product short battery life use minutes,Negative
ughhh ok would load books proper took dozen tries erasing dreregistering screen dark,Negative
kid friendly cumbersome complicated kid friendly went apple suggesting,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
amazon fire tablet bad amazon turned tablet big advertising tool many apps dont work camera good,Negative
horrible slow returning mine something different suggestions,Negative
qc bad qc really bad product catch voice properly,Negative
impressed last kindles last models kindle hdx terrible purchased model kindle last models great last years replaced times problem slot sd card defective gave bought newest model shuts completely try plug external speakers sometimes shuts reason going back first year going last year kindles unless make quality phooey,Negative
big fan say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative
lots problems want old one back st kindle screen failed reboot often customer service fix replaced nd one screen reboots often customer service offered replace want one works get upgrade replacement,Negative
good cheap impressed never,Negative
like android tablets like android tablets bad way,Negative
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative
buy cheap one without hub hub almost useless ended using spare philips hub hub built would discover bulbs days trying hue bridge first try,Negative
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative
disappointed thought buy child bc kids mode poor,Negative
screen dark cannot adjust screen dark cannot adjust brightness,Negative
disappointed loved husbands th generation disappointed th generation th generation speakers sound much louder current th generation purchased expecting quality sound better since use kindle watch tv shows,Negative
crashed update first tablet kindle curious updated version disappointed,Negative
return christmas eve day would take charge good thing tried wrapping christmas,Negative
big fan say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative
terrible product bad voice quality speaker voice quality terrible compare similar size logitech ue boom price high even got promotion,Negative
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative
get regular echo good portable speaker tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Negative
never worked thinking must fluke never worked return item received full refund,Negative
much useful find useful yr old daugter returned day games r kiddy games,Negative
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative
horrible slow returning mine something different suggestions,Negative
may preloaded useless apps kindle overloaded apps never use despite one best buys associates said cannot remove amazon apps apps take much memory pad love bought backup work unfortunately bogs also like amazon wants access much info set email use emails either likely sell craig list less half paid,Negative
needs stand alone device needs stand alone device required use tablet cell phone make work amazon needs work technology device,Negative
returned returned product cause like really use,Negative
alexa echo responsive program limited information program user friendly,Negative
gd like amazon hi ordered daughter extensive liking tablets didnt like lack google play services didnt patience work knew os amazon specific despite apps downloaded disappointed returned avid amazon person tablet works great want google tablet would recommend people want good decent tablet read use amazon apps,Negative
dissatisfied habe echo bought one fort son room user friendly wish would bought one,Negative
impressed last kindles last models kindle hdx terrible purchased model kindle last models great last years replaced times problem slot sd card defective gave bought newest model shuts completely try plug external speakers sometimes shuts reason going back first year going last year kindles unless make quality phooey,Negative
poor charging prior using device decided recharge shocked find takes hours unless lot time buy device,Negative
need update facebook apps expected,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
return christmas eve day would take charge good thing tried wrapping christmas,Negative
useless screen pay worthless except regular echo poor excuse video chat love echo devices bathroom pool kitchen places may need hands free voice activated music info wife bought newest hottest thing skeptical thought would use help project alexa find videos f drone alexa youtube available amazon directly sell chrome products youtube play echo show testing shows video call limited iphone android apps video useful thing voice functions echos dots perform unless want make video calls check weather device move feet outlet,Negative
good kids good device children know better,Negative
slow waste money bought amazon fire tablets sales guy said great ran really fast fast internet thing barely chugs along play game constantly stalls freezes sound quality play music terrible planning buying one nieces nephews ran well know work horrible,Negative
amazon fire tablet bad amazon turned tablet big advertising tool many apps dont work camera good,Negative
amazon fire tablet bad amazon turned tablet big advertising tool many apps dont work camera good,Negative
chronic issue charging port reviews amazon seemed awesome little know chronic problem port tablets bought christmas went charge first time nothing already loaded paid several apps money also charging cord came appears used wear edge went online see could find issue everywhere problem around years android ultimate culprit failed fix source plug charger click know place slides apple products several years never issue first droid product purchase even charged beginning going back bestbuy buy another ipad mini costs much much reliable,Negative
huge fan hard use lots ads randomly closes apps,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
get regular echo good portable speaker tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Negative
cheap run chrome stuff returned cheap run chrome stuff returned store,Negative
terrible product bad voice quality speaker voice quality terrible compare similar size logitech ue boom price high even got promotion,Negative
great give great answers connection great exchanging google home,Negative
gd like amazon hi ordered daughter extensive liking tablets didnt like lack google play services didnt patience work knew os amazon specific despite apps downloaded disappointed returned avid amazon person tablet works great want google tablet would recommend people want good decent tablet read use amazon apps,Negative
kid kindle bought kindle year old grand daughter bought warranty bought august already replace charger connection got loose charging well happened need exchange problem buy warranty time going buy one brothers sister rethinking,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
disappointed thought buy child bc kids mode poor,Negative
great give great answers connection great exchanging google home,Negative
needs stand alone device needs stand alone device required use tablet cell phone make work amazon needs work technology device,Negative
return christmas eve day would take charge good thing tried wrapping christmas,Negative
crashed update first tablet kindle curious updated version disappointed,Negative
tablet great mentioned touch loading content bad respond quickly slow,Negative
expected price able use speaker talking phone use daughter beats pill function therefore worth hype,Negative
cheap run chrome stuff returned cheap run chrome stuff returned store,Negative
ughhh ok would load books proper took dozen tries erasing dreregistering screen dark,Negative
charging port last good kids bought kindle fire gb year old son june months charging port came loose device charge best buy aware issue nothing amazon warranty product days said charging ports often break children using options fix device offer small discount buy new one amazon stand behind product aware defect continue sell,Negative
little fun useful fun would buy informative keeps say understand question,Negative
bother looking picture seeing th generation assumed would great device original kindle stopped using backlit thought th generation would backlit picture makes look backlit minutes phone amazon trying make brighter technician finally realized th generation supported backlights took back target purchased paperwhite money definitely worth th generation one smaller assumed reason price difference target made experience pleasant,Negative
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative
kid kindle bought kindle year old grand daughter bought warranty bought august already replace charger connection got loose charging well happened need exchange problem buy warranty time going buy one brothers sister rethinking,Negative
worst product bought product months back slow open app seconds os different others get normal apps easily one thing say slow slow slow performance know replace need help best buy people know whether got defective piece actual performance,Negative
crashed update first tablet kindle curious updated version disappointed,Negative
chronic issue charging port reviews amazon seemed awesome little know chronic problem port tablets bought christmas went charge first time nothing already loaded paid several apps money also charging cord came appears used wear edge went online see could find issue everywhere problem around years android ultimate culprit failed fix source plug charger click know place slides apple products several years never issue first droid product purchase even charged beginning going back bestbuy buy another ipad mini costs much much reliable,Negative
screen dark cannot adjust screen dark cannot adjust brightness,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
amazon fire tablet bad amazon turned tablet big advertising tool many apps dont work camera good,Negative
non functional horrible like owned due warranties,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
always sure keeping worried hacks allow active mic,Negative
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative
short life good product short battery life use minutes,Negative
never purchased frustrating device reading positive reviews wish could say best buy great reflection experience product product one month contact amazon support perform factory resets get content show device poorly designed sd card pops constantly messes drm good happens connected internet fix returning spending extra money ipad purchase another kindle device unfortunately based experience use device reading maybe trying download information sd card actually able access beyond frustrating well factory resets content owned already purchased amazon would show device library,Negative
horrible battery life upgrade means three year old kindle outperformed oasis battery life better week lights lowest setting magnetic connector poorly designed grows weak two pieces keep unsnaps constantly amazon customer services promises resolved update,Negative
get regular echo good portable speaker tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Negative
owning kids samsung seems confusing navigate also returned using samaumg,Negative
needs stand alone device needs stand alone device required use tablet cell phone make work amazon needs work technology device,Negative
buy cheap one without hub hub almost useless ended using spare philips hub hub built would discover bulbs days trying hue bridge first try,Negative
big fan say little confusing frustrating getting verification code amazon waited minutes requested another code nothing nother one still nothing started set device fed step away hours went shopping mall recieved codes amazon,Negative
good super slow decent quality would buy another memory lacking gig recommend anyone,Negative
poor charging prior using device decided recharge shocked find takes hours unless lot time buy device,Negative
qc bad qc really bad product catch voice properly,Negative
crashed update first tablet kindle curious updated version disappointed,Negative
kid friendly cumbersome complicated kid friendly went apple suggesting,Negative
returned returned product cause like really use,Negative
okay okay product girlfriend appear uses much except steam music questions ask get nothing like siri better,Negative
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative
terrible bought ebooks college could get ebook called school department could either semester already started sales representative store told needed ended buying tablet phone carrier ebooks right less minutes schools department help,Negative
stay away worst product ever constantly screwing filled ads pay remove best buy refused help wanted return,Negative
amazon fire tablet bad amazon turned tablet big advertising tool many apps dont work camera good,Negative
needs improvement could perform tasks things know agrivating,Negative
get regular echo good portable speaker tap great concept love echo portable one much better however sound pretty terrible bass scratchy good concept poor execution,Negative
little fun useful fun would buy informative keeps say understand question,Negative
ok tablet could much better apps actually worked decently built amazon pieces prime members great work flawlessly enough overcome terrible app behavior countless freezes need take lesson two apple,Negative
charging port last good kids bought kindle fire gb year old son june months charging port came loose device charge best buy aware issue nothing amazon warranty product days said charging ports often break children using options fix device offer small discount buy new one amazon stand behind product aware defect continue sell,Negative
worst product bought product months back slow open app seconds os different others get normal apps easily one thing say slow slow slow performance know replace need help best buy people know whether got defective piece actual performance,Negative
ok tablet could much better apps actually worked decently built amazon pieces prime members great work flawlessly enough overcome terrible app behavior countless freezes need take lesson two apple,Negative
disappointed loved husbands th generation disappointed th generation th generation speakers sound much louder current th generation purchased expecting quality sound better since use kindle watch tv shows,Negative
less days use toast bought mostly backup read books since larger cell phone back used occasionally may hours use till week sent laptop repairs probably used tot week watching rd primetime video week simply turned turn using power trick safe mode gone toast bought october quit february old fire lasted years use stereo speakers lasted week charge days sturdier built full junk offered apps constantly trying add junk junk junk,Negative
less useless work cloudcam less useless work amazon cloudcam purchased best buy allow monitor two cloud cams kitchen tech savvy numerous alexa devices unable get work tried installing enabling amazon cloudcam skill made sure new updates show show automatically updated first plugged final straw tech support rep told use show cloudcam unable connect someone could actually solve problem useless help less useless actually makes work echo show less useless,Negative
happy thought tablet works fine nd one gotten similar problem port seems come defected charger stay takes long time charge replaced charger brand new one still issues,Negative
good cheap impressed never,Negative
kindle overrated proprietary apps daughter liked could install basically worthless returned,Negative
never worked thinking must fluke never worked return item received full refund,Negative
disappointed loved husbands th generation disappointed th generation th generation speakers sound much louder current th generation purchased expecting quality sound better since use kindle watch tv shows,Negative
